불량일자,라인,제품코드,제품명,불량유형,불량수량,불량중량_kg,원인,조치사항,처리구분,검사자,LOT번호,비고
2026-03-13,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,김품질,L260313-15,
2026-03-13,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,이검사,L260313-16,
2026-03-13,ITALY,ICK-O,이태리오리지널,성형불량,5,0.6,성형 틀 마모,성형 틀 교체,재작업,이검사,L260313-17,
2026-03-13,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,김품질,L260313-18,
2026-03-13,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,이검사,L260313-19,
2026-03-13,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,김품질,L260313-20,
2026-03-13,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,폐기,박검사,L260313-21,
2026-03-13,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,폐기,이검사,L260313-22,
2026-03-14,DUBAI,DCK-C,두바이코코아,성형불량,11,1.1,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,박검사,L260314-01,
2026-03-14,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,최검사,L260314-02,
2026-03-14,DUBAI,DCK-C,두바이코코아,필링불량,4,0.4,필링 온도 부적절,필링 보온 온도 재설정,폐기,박검사,L260314-03,
2026-03-14,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,최검사,L260314-04,
2026-03-14,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,재작업,김품질,L260314-05,
2026-03-14,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,박검사,L260314-06,
2026-03-14,DUBAI,DCK-M,두바이말차,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,이검사,L260314-07,
2026-03-14,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,김품질,L260314-08,
2026-03-14,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,이검사,L260314-09,
2026-03-14,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,김품질,L260314-10,
2026-03-14,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,박검사,L260314-11,
2026-03-14,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,재작업,이검사,L260314-12,
2026-03-14,ITALY,ICK-D,이태리다크,성형불량,5,0.6,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,박검사,L260314-13,
2026-03-14,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,폐기,김품질,L260314-14,
2026-03-14,ITALY,ICK-D,이태리다크,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,박검사,L260314-15,
2026-03-14,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,최검사,L260314-16,
2026-03-14,ITALY,ICK-O,이태리오리지널,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),재작업,박검사,L260314-17,
2026-03-14,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,폐기,최검사,L260314-18,
2026-03-14,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,박검사,L260314-19,
2026-03-14,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,최검사,L260314-20,
2026-03-14,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,김품질,L260314-21,
2026-03-14,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,박검사,L260314-22,
2026-03-17,DUBAI,DCK-C,두바이코코아,성형불량,7,0.7,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,김품질,L260317-01,계절요인(습도)
2026-03-17,DUBAI,DCK-C,두바이코코아,외관불량,9,1.0,초콜릿 템퍼링 온도 편차 (계절 변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,이검사,L260317-02,계절요인(습도/온도)
2026-03-17,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 계량 오차,계량기 재보정,등급변경,김품질,L260317-03,
2026-03-17,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,등급변경,이검사,L260317-04,
2026-03-17,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,최검사,L260317-05,
2026-03-17,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,김품질,L260317-06,
2026-03-17,DUBAI,DCK-M,두바이말차,성형불량,3,0.3,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,박검사,L260317-07,계절요인(습도)
2026-03-17,DUBAI,DCK-M,두바이말차,외관불량,4,0.5,카다이프 수분 흡수 (습도 상승),원료창고 제습 강화 및 선입선출 관리,폐기,최검사,L260317-08,계절요인(습도/온도)
2026-03-17,DUBAI,DCK-M,두바이말차,필링불량,1,0.1,필링 계량 오차,계량기 재보정,폐기,박검사,L260317-09,
2026-03-17,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,최검사,L260317-10,
2026-03-17,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,김품질,L260317-11,
2026-03-17,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,김품질,L260317-12,
2026-03-17,ITALY,ICK-D,이태리다크,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,이검사,L260317-13,
2026-03-17,ITALY,ICK-D,이태리다크,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,박검사,L260317-14,계절요인(습도/온도)
2026-03-17,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,이검사,L260317-15,
2026-03-17,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,김품질,L260317-16,
2026-03-17,ITALY,ICK-D,이태리다크,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,박검사,L260317-17,
2026-03-17,ITALY,ICK-D,이태리다크,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,이검사,L260317-18,
2026-03-17,ITALY,ICK-O,이태리오리지널,성형불량,4,0.4,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,박검사,L260317-19,
2026-03-17,ITALY,ICK-O,이태리오리지널,외관불량,5,0.5,초콜릿 템퍼링 온도 편차 (계절 변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,김품질,L260317-20,계절요인(습도/온도)
2026-03-17,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260317-21,
2026-03-17,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,필링 부족,필링 투입량 재설정,재작업,최검사,L260317-22,
2026-03-17,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,폐기,김품질,L260317-23,
2026-03-17,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,박검사,L260317-24,
2026-03-18,DUBAI,DCK-C,두바이코코아,성형불량,8,0.8,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,최검사,L260318-01,계절요인(습도)
2026-03-18,DUBAI,DCK-C,두바이코코아,외관불량,10,1.1,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,이검사,L260318-02,계절요인(습도/온도)
2026-03-18,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,김품질,L260318-03,
2026-03-18,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,재작업,이검사,L260318-04,
2026-03-18,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,재작업,최검사,L260318-05,
2026-03-18,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260318-06,
2026-03-18,DUBAI,DCK-M,두바이말차,성형불량,4,0.4,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,김품질,L260318-07,계절요인(습도)
2026-03-18,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,최검사,L260318-08,계절요인(습도/온도)
2026-03-18,DUBAI,DCK-M,두바이말차,필링불량,1,0.1,필링 계량 오차,계량기 재보정,재작업,박검사,L260318-09,
2026-03-18,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,이검사,L260318-10,
2026-03-18,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,최검사,L260318-11,
2026-03-18,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,김품질,L260318-12,
2026-03-18,ITALY,ICK-D,이태리다크,성형불량,4,0.4,성형 틀 마모,성형 틀 교체,등급변경,최검사,L260318-13,
2026-03-18,ITALY,ICK-D,이태리다크,외관불량,4,0.4,카다이프 수분 흡수 (습도 상승),원료창고 제습 강화 및 선입선출 관리,등급변경,이검사,L260318-14,계절요인(습도/온도)
2026-03-18,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,김품질,L260318-15,
2026-03-18,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,이검사,L260318-16,
2026-03-18,ITALY,ICK-D,이태리다크,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,최검사,L260318-17,
2026-03-18,ITALY,ICK-D,이태리다크,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,최검사,L260318-18,
2026-03-18,ITALY,ICK-O,이태리오리지널,성형불량,3,0.3,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,최검사,L260318-19,
2026-03-18,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,이검사,L260318-20,계절요인(습도/온도)
2026-03-18,ITALY,ICK-O,이태리오리지널,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,김품질,L260318-21,
2026-03-18,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,박검사,L260318-22,
2026-03-18,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,이검사,L260318-23,
2026-03-18,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,최검사,L260318-24,
2026-03-19,DUBAI,DCK-C,두바이코코아,성형불량,7,0.7,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,이검사,L260319-01,계절요인(습도)
2026-03-19,DUBAI,DCK-C,두바이코코아,외관불량,10,1.1,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,박검사,L260319-02,계절요인(습도/온도)
2026-03-19,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260319-03,
2026-03-19,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,재작업,김품질,L260319-04,
2026-03-19,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,박검사,L260319-05,
2026-03-19,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,이검사,L260319-06,
2026-03-19,DUBAI,DCK-M,두바이말차,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,최검사,L260319-07,계절요인(습도)
2026-03-19,DUBAI,DCK-M,두바이말차,외관불량,4,0.5,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,이검사,L260319-08,계절요인(습도/온도)
2026-03-19,DUBAI,DCK-M,두바이말차,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,최검사,L260319-09,
2026-03-19,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,재작업,박검사,L260319-10,
2026-03-19,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,이검사,L260319-11,
2026-03-19,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260319-12,
2026-03-19,ITALY,ICK-D,이태리다크,성형불량,4,0.4,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,김품질,L260319-13,
2026-03-19,ITALY,ICK-D,이태리다크,외관불량,4,0.4,카다이프 수분 흡수 (습도 상승),원료창고 제습 강화 및 선입선출 관리,폐기,최검사,L260319-14,계절요인(습도/온도)
2026-03-19,ITALY,ICK-D,이태리다크,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,박검사,L260319-15,
2026-03-19,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,이검사,L260319-16,
2026-03-19,ITALY,ICK-D,이태리다크,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,최검사,L260319-17,
2026-03-19,ITALY,ICK-D,이태리다크,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,김품질,L260319-18,
2026-03-19,ITALY,ICK-O,이태리오리지널,성형불량,5,0.6,성형 틀 마모,성형 틀 교체,폐기,이검사,L260319-19,
2026-03-19,ITALY,ICK-O,이태리오리지널,외관불량,5,0.5,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,박검사,L260319-20,계절요인(습도/온도)
2026-03-19,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,이검사,L260319-21,
2026-03-19,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,김품질,L260319-22,
2026-03-19,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,박검사,L260319-23,
2026-03-19,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,이검사,L260319-24,
2026-03-20,DUBAI,DCK-C,두바이코코아,성형불량,8,0.9,성형 틀 마모,성형 틀 교체,재작업,이검사,L260320-01,계절요인(습도)
2026-03-20,DUBAI,DCK-C,두바이코코아,외관불량,10,1.1,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,박검사,L260320-02,계절요인(습도/온도)
2026-03-20,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 계량 오차,계량기 재보정,폐기,최검사,L260320-03,
2026-03-20,DUBAI,DCK-C,두바이코코아,중량미달,3,0.3,반죽 분할 오차,분할기 재보정,재작업,김품질,L260320-04,
2026-03-20,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,박검사,L260320-05,
2026-03-20,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,이검사,L260320-06,
2026-03-20,DUBAI,DCK-M,두바이말차,성형불량,4,0.4,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,최검사,L260320-07,계절요인(습도)
2026-03-20,DUBAI,DCK-M,두바이말차,외관불량,5,0.6,초콜릿 템퍼링 온도 편차 (계절 변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,이검사,L260320-08,계절요인(습도/온도)
2026-03-20,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,김품질,L260320-09,
2026-03-20,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,재작업,박검사,L260320-10,
2026-03-20,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,이검사,L260320-11,
2026-03-20,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,폐기,최검사,L260320-12,
2026-03-20,ITALY,ICK-D,이태리다크,성형불량,3,0.3,성형 틀 마모,성형 틀 교체,등급변경,김품질,L260320-13,
2026-03-20,ITALY,ICK-D,이태리다크,외관불량,5,0.6,카다이프 수분 흡수 (습도 상승),원료창고 제습 강화 및 선입선출 관리,등급변경,최검사,L260320-14,계절요인(습도/온도)
2026-03-20,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,등급변경,박검사,L260320-15,
2026-03-20,ITALY,ICK-D,이태리다크,중량미달,1,0.1,필링 부족,필링 투입량 재설정,재작업,최검사,L260320-16,
2026-03-20,ITALY,ICK-O,이태리오리지널,성형불량,4,0.4,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,이검사,L260320-17,
2026-03-20,ITALY,ICK-O,이태리오리지널,외관불량,4,0.5,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,박검사,L260320-18,계절요인(습도/온도)
2026-03-20,ITALY,ICK-O,이태리오리지널,필링불량,1,0.1,필링 온도 부적절,필링 보온 온도 재설정,등급변경,최검사,L260320-19,
2026-03-20,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,김품질,L260320-20,
2026-03-20,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,박검사,L260320-21,
2026-03-20,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,재작업,이검사,L260320-22,
2026-03-21,DUBAI,DCK-C,두바이코코아,성형불량,6,0.7,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,김품질,L260321-01,계절요인(습도)
2026-03-21,DUBAI,DCK-C,두바이코코아,외관불량,8,0.8,초콜릿 템퍼링 온도 편차 (계절 변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,최검사,L260321-02,계절요인(습도/온도)
2026-03-21,DUBAI,DCK-C,두바이코코아,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,박검사,L260321-03,
2026-03-21,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,최검사,L260321-04,
2026-03-21,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,폐기,최검사,L260321-05,
2026-03-21,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,김품질,L260321-06,
2026-03-21,DUBAI,DCK-M,두바이말차,성형불량,4,0.4,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),재작업,박검사,L260321-07,계절요인(습도)
2026-03-21,DUBAI,DCK-M,두바이말차,외관불량,5,0.5,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,김품질,L260321-08,계절요인(습도/온도)
2026-03-21,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260321-09,
2026-03-21,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,최검사,L260321-10,
2026-03-21,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,김품질,L260321-11,
2026-03-21,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,박검사,L260321-12,
2026-03-21,ITALY,ICK-D,이태리다크,성형불량,4,0.4,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,김품질,L260321-13,
2026-03-21,ITALY,ICK-D,이태리다크,외관불량,4,0.4,초콜릿 템퍼링 온도 편차 (계절 변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,최검사,L260321-14,계절요인(습도/온도)
2026-03-21,ITALY,ICK-D,이태리다크,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,박검사,L260321-15,
2026-03-21,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,재작업,최검사,L260321-16,
2026-03-21,ITALY,ICK-D,이태리다크,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,재작업,김품질,L260321-17,
2026-03-21,ITALY,ICK-D,이태리다크,포장불량,1,0.1,실링 불량,실링기 점검,폐기,김품질,L260321-18,
2026-03-21,ITALY,ICK-O,이태리오리지널,성형불량,6,0.7,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,김품질,L260321-19,
2026-03-21,ITALY,ICK-O,이태리오리지널,외관불량,7,0.8,카다이프 수분 흡수 (습도 상승),원료창고 제습 강화 및 선입선출 관리,등급변경,최검사,L260321-20,계절요인(습도/온도)
2026-03-21,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,재작업,박검사,L260321-21,
2026-03-21,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,재작업,이검사,L260321-22,
2026-03-21,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,최검사,L260321-23,
2026-03-21,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,김품질,L260321-24,
2026-03-24,DUBAI,DCK-C,두바이코코아,성형불량,4,0.4,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,김품질,L260324-01,계절요인(습도)
2026-03-24,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,카다이프 수분 흡수 (습도 상승),원료창고 제습 강화 및 선입선출 관리,재작업,최검사,L260324-02,계절요인(습도/온도)
2026-03-24,DUBAI,DCK-C,두바이코코아,필링불량,2,0.2,필링 계량 오차,계량기 재보정,폐기,박검사,L260324-03,
2026-03-24,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,폐기,최검사,L260324-04,
2026-03-24,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260324-05,
2026-03-24,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,김품질,L260324-06,
2026-03-24,DUBAI,DCK-M,두바이말차,성형불량,4,0.4,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,박검사,L260324-07,계절요인(습도)
2026-03-24,DUBAI,DCK-M,두바이말차,외관불량,5,0.6,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,김품질,L260324-08,계절요인(습도/온도)
2026-03-24,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260324-09,
2026-03-24,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,최검사,L260324-10,
2026-03-24,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,김품질,L260324-11,
2026-03-24,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,실링 불량,실링기 점검,폐기,박검사,L260324-12,
2026-03-24,ITALY,ICK-D,이태리다크,성형불량,4,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,최검사,L260324-13,
2026-03-24,ITALY,ICK-D,이태리다크,외관불량,4,0.5,초콜릿 템퍼링 온도 편차 (계절 변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,재작업,박검사,L260324-14,계절요인(습도/온도)
2026-03-24,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,폐기,최검사,L260324-15,
2026-03-24,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,박검사,L260324-16,
2026-03-24,ITALY,ICK-D,이태리다크,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,재작업,이검사,L260324-17,
2026-03-24,ITALY,ICK-D,이태리다크,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260324-18,
2026-03-24,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),재작업,이검사,L260324-19,
2026-03-24,ITALY,ICK-O,이태리오리지널,외관불량,5,0.6,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,김품질,L260324-20,계절요인(습도/온도)
2026-03-24,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,이검사,L260324-21,
2026-03-24,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,김품질,L260324-22,
2026-03-24,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,박검사,L260324-23,
2026-03-24,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,이검사,L260324-24,
2026-03-25,DUBAI,DCK-C,두바이코코아,성형불량,7,0.7,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,김품질,L260325-01,계절요인(습도)
